Ga0073928_10000001	2616646159	73.97	438	100	13	725591	726021	10816	11246	1e-37	 165
Ga0073928_10000002	2616653076	74.33	1005	233	23	110425	111418	475	1465	1e-109	 403
Ga0073928_10000002	2617273876	74.33	1005	233	23	110425	111418	34447	35437	1e-109	 403
Ga0073928_10000003	2616646130	74.74	1607	376	29	217242	218833	2554	963	0.0	 691
Ga0073928_10000004	2616646178	88.33	60	7	0	56696	56755	3397	3456	4e-10	73.1
Ga0073928_10000004	2616653415	92.86	42	3	0	231872	231913	1625	1666	9e-07	62.1
Ga0073928_10000005	2616646216	79.71	971	191	5	102846	103813	6097	7064	0.0	 697
Ga0073928_10000005	2616646158	79.20	971	180	16	102846	103805	4551	3592	0.0	 654
Ga0073928_10000005	2616653440	73.68	1083	249	33	615295	616359	5839	6903	3e-105	 388
Ga0073928_10000005	2616646201	74.32	767	163	29	474629	475375	15357	14605	8e-77	 294
Ga0073928_10000005	2617273795	73.04	805	179	32	474629	475411	2096	1308	2e-63	 250
Ga0073928_10000005	2616653450	73.63	383	89	9	89657	90033	20975	21351	1e-29	 137
Ga0073928_10000005	2616653019	72.37	456	110	15	474629	475073	451	1	2e-27	 130
Ga0073928_10000005	2616652971	85.00	120	18	0	504155	504274	8289	8170	4e-25	 122
Ga0073928_10000005	2616652971	73.65	277	71	2	140403	140678	7917	8192	4e-20	 106
Ga0073928_10000005	2616646137	89.19	74	8	0	583008	583081	5043	5116	3e-16	93.5
Ga0073928_10000005	2616646196	71.56	327	91	2	140404	140729	791	1116	1e-14	87.9
Ga0073928_10000005	2616653050	85.14	74	11	0	583008	583081	3492	3565	3e-11	76.8
Ga0073928_10000005	2616653358	85.14	74	11	0	583008	583081	6475	6402	3e-11	76.8
Ga0073928_10000006	2616653426	75.29	255	59	4	261289	261541	8757	8505	5e-24	 119
Ga0073928_10000006	2616653389	77.69	130	29	0	9617	9746	4874	4745	2e-12	80.5
Ga0073928_10000008	2616646197	94.74	57	3	0	322028	322084	1727	1671	3e-15	89.8
Ga0073928_10000011	2616652943	76.17	1385	312	17	297567	298942	1973	598	0.0	 713
Ga0073928_10000011	2616653384	76.17	1385	312	17	297567	298942	9441	10816	0.0	 713
Ga0073928_10000015	2616653351	85.33	75	11	0	50595	50669	4391	4317	5e-12	78.7
Ga0073928_10000015	2617273762	85.33	75	11	0	50595	50669	1802	1876	5e-12	78.7
Ga0073928_10000016	2616652926	76.55	533	121	4	87414	87944	4804	4274	2e-75	 289
Ga0073928_10000016	2616653369	76.55	533	121	4	87414	87944	4345	3815	2e-75	 289
Ga0073928_10000016	2617273834	76.55	533	121	4	87414	87944	1422	1952	2e-75	 289
Ga0073928_10000016	2616646139	78.66	239	45	6	22246	22481	1841	2076	8e-35	 154
Ga0073928_10000017	2616653382	73.44	2579	593	78	342993	345528	2517	5046	0.0	 883
Ga0073928_10000017	2616652924	73.43	2055	480	55	342993	345017	4175	6193	0.0	 710
Ga0073928_10000017	2616646201	75.36	1181	260	28	50655	51818	17100	18266	5e-151	 540
Ga0073928_10000017	2616653000	94.87	78	4	0	325865	325942	1659	1582	2e-25	 122
Ga0073928_10000017	2616653350	94.87	78	4	0	325865	325942	4604	4681	2e-25	 122
Ga0073928_10000017	2617273883	94.87	78	4	0	325865	325942	5167	5090	2e-25	 122
Ga0073928_10000017	2616646116	90.48	84	8	0	52016	52099	6018	6101	5e-22	 111
Ga0073928_10000017	2617273853	90.48	84	8	0	52016	52099	12762	12845	5e-22	 111
Ga0073928_10000017	2616646166	91.89	74	6	0	325866	325939	924	997	8e-20	 104
Ga0073928_10000017	2616652950	91.78	73	6	0	325866	325938	1246	1318	3e-19	 102
Ga0073928_10000017	2616653289	91.78	73	6	0	325866	325938	8500	8572	3e-19	 102
Ga0073928_10000017	2617273820	91.78	73	6	0	325866	325938	32341	32413	3e-19	 102
Ga0073928_10000023	2617273864	87.40	746	83	6	16629	17364	1459	715	0.0	 846
Ga0073928_10000023	2616646159	80.98	715	128	8	108394	109104	10557	11267	3e-157	 560
Ga0073928_10000023	2616653053	80.61	717	127	10	108394	109104	1321	611	4e-152	 544
Ga0073928_10000023	2616653053	88.33	60	6	1	109226	109285	501	443	7e-10	71.3
Ga0073928_10000023	2617273872	80.61	717	127	10	108394	109104	10507	11217	4e-152	 544
Ga0073928_10000023	2616653403	72.20	1216	288	42	237832	239022	11930	10740	4e-87	 327
Ga0073928_10000023	2616653336	75.29	684	151	15	87375	88049	11160	11834	4e-82	 311
Ga0073928_10000023	2616646124	73.03	697	160	25	87382	88064	879	1561	7e-55	 220
Ga0073928_10000023	2616646124	74.61	453	101	14	88228	88673	1725	2170	7e-45	 187
Ga0073928_10000023	2616653462	73.03	697	160	25	87382	88064	3209	3891	7e-55	 220
Ga0073928_10000023	2616653462	74.61	453	101	14	88228	88673	4055	4500	7e-45	 187
Ga0073928_10000023	2616652998	73.42	587	128	25	134635	135207	5890	5318	4e-47	 195
Ga0073928_10000023	2617273784	73.42	587	128	25	134635	135207	769	197	4e-47	 195
Ga0073928_10000023	2617273885	85.34	116	13	4	171253	171366	7891	8004	9e-24	 117
Ga0073928_10000024	2616646116	78.15	238	47	4	172106	172338	1306	1069	1e-32	 147
Ga0073928_10000024	2616653459	78.15	238	47	4	172106	172338	612	375	1e-32	 147
Ga0073928_10000024	2616653332	92.21	77	6	0	117715	117791	4689	4613	2e-21	 110
Ga0073928_10000026	2617273825	75.83	691	157	8	213365	214050	12879	13564	1e-91	 342
Ga0073928_10000026	2616653014	88.06	67	8	0	28882	28948	4277	4343	1e-12	80.5
